933,2023-12-29,2,13,12
934,2021-8-7,2,11,0
935,2022-11-25,4,7,14
936,2023-5-14,3,12,10
937,2023-2-5,3,1,17
938,2023-12-9,5,14,18
939,2022-4-11,4,4,20
940,2022-7-14,3,14,17
941,2022-8-31,4,5,19
942,2022-4-11,4,16,20
943,2022-12-11,2,0,11
944,2021-10-1,2,10,9
945,2021-3-14,1,2,6
946,2022-10-13,4,8,13
947,2023-11-10,1,15,2
948,2021-6-20,3,13,8
949,2023-3-1,2,19,5
950,2021-10-3,5,16,20
951,2021-6-22,5,19,20
952,2023-1-30,4,6,12
953,2023-10-1,2,6,0
954,2023-11-26,5,1,2
955,2022-4-2,4,16,9
956,2021-8-14,1,15,8
957,2021-5-2,4,7,10
958,2021-5-3,4,0,2
959,2022-3-20,5,19,17
960,2023-7-30,2,20,13
961,2022-7-30,2,20,13
962,2023-8-30,5,2,4
963,2021-10-16,3,9,0
964,2023-10-25,2,12,15
965,2022-7-31,5,7,4
966,2021-12-17,3,2,14
967,2022-7-22,3,2,19
968,2022-2-15,4,1,15
969,2023-6-15,3,14,19
970,2021-8-26,4,5,17
971,2023-4-5,3,7,15
972,2022-2-9,4,0,15
973,2023-11-20,1,19,11
974,2023-8-15,5,18,20
975,2023-9-27,5,13,6
976,2022-11-8,2,18,13
977,2023-9-4,3,1,3
978,2021-11-31,2,12,14
979,2023-8-5,4,15,18
980,2023-6-18,3,16,18
981,2022-3-2,3,14,15
982,2023-6-18,2,11,20
983,2023-1-2,3,10,19
984,2022-1-12,5,9,16
985,2021-3-29,1,15,0
986,2022-8-18,5,17,11
987,2023-11-3,5,16,3
988,2023-6-27,4,5,10
989,2021-4-31,5,15,17
990,2021-5-20,1,6,10
991,2022-1-4,5,0,19
992,2022-11-11,3,19,7
993,2022-10-31,1,9,10
994,2021-1-9,3,18,14
995,2022-12-22,2,7,1
996,2022-1-9,5,8,16
997,2023-4-29,5,0,9
998,2023-12-1,2,2,3
999,2022-10-2,5,19,4
